rank,domain,is_chinese,score,tier,official,nsfw,eco_count,effort,ecosystems,names,langs
635,komikindo.ch,0,18,T3,,0,1,to-build,mihon,KomikIndoID,id
636,komiknextgonline.com,0,18,T3,,0,1,to-build,mihon,Komik Next G Online,id
637,komiksin.net,0,18,T3,,0,1,to-build,aidoku,id.komiksin,id
638,komikstation.org,0,18,T3,,0,1,to-build,mihon,Komik Station,id
639,komiku.org,0,18,T3,,0,1,to-build,mihon,Komiku,id
640,komikzoid.id,0,18,T3,,0,1,to-build,mihon,Komikzoid,id
641,korelimanga.com,0,18,T3,,0,1,to-build,mihon,Koreli Manga,tr
642,ksgroupscans.com,0,18,T3,,0,1,to-build,mihon,KSGroupScans,en
643,kumaraw.com,0,18,T3,,0,1,to-build,mihon,Kumaraw,ja
644,kunmanga.online,0,18,T3,,0,1,to-build,mihon,Kun Manga Online,en
645,kuragebunch.com,0,18,T3,,0,1,to-build,mihon,Kurage Bunch,ja
646,kuramanga.com,0,18,T3,,0,1,to-build,mihon,KuraManga,en
647,kuromanga.id,0,18,T3,,0,1,to-build,mihon,Kuro Manga,id
648,kuromangas.com,0,18,T3,,0,1,to-build,mihon,KuroMangas,pt-br
649,lagoonscans.com,0,18,T3,,0,1,to-build,mihon,Lagoon Scans,en
650,lanhlungteam3.top,0,18,T3,,0,1,to-build,mihon,Team Lạnh Lùng,vi
651,lanortrad.com,0,18,T3,,0,1,to-build,mihon,LanorTrad,fr
652,lavascans.com,0,18,T3,,0,1,to-build,mihon,Lava Scans,ar
653,lector.ragnascan.xyz,0,18,T3,,0,1,to-build,mihon,Ragna Scans,es
654,lectorhades.latamtoon.com,0,18,T3,,0,1,to-build,mihon,Hades no Fansub,es
655,lectorhub.j5z.xyz,0,18,T3,,0,1,to-build,mihon,Jeaz Scans,es
656,lectormangass.com,0,18,T3,,0,1,to-build,mihon,LectorManga.lat,es
657,lectortaurus.com,0,18,T3,,0,1,to-build,mihon,Taurus Fansub,es
658,leemiau.com,0,18,T3,,0,1,to-build,mihon,Miau Scan,es|pt-br
659,leercapitulo.co,0,18,T3,,0,1,to-build,mihon,LeerCapitulo,es
660,legionscans.com,0,18,T3,,0,1,to-build,mihon,Cerberus Series,es
661,leitor.borutoexplorer.com.br,0,18,T3,,0,1,to-build,mihon,Boruto Explorer,pt-br
662,leitor.kamisama.com.br,0,18,T3,,0,1,to-build,mihon,Kami Sama Explorer,pt-br
663,leitordemangas.com,0,18,T3,,0,1,to-build,mihon,Leitor de Mangas,pt-br
664,leituramanga.net,0,18,T3,,0,1,to-build,mihon,Leitura Mangá,pt-br
665,lelmanga.com,0,18,T3,,0,1,to-build,mihon,Lelmanga,fr
666,lelscanfr.com,0,18,T3,,0,1,to-build,mihon,Lelscan-VF,fr
667,lelscans.net,0,18,T3,,0,1,to-build,mihon,Lelscan,fr
668,lepoytl.my.id,0,18,T3,,0,1,to-build,mihon,LepoyTL,id
669,ler999.blogspot.com,0,18,T3,,0,1,to-build,mihon,Ler 999,pt-br
670,leslie-victims.pages.dev,0,18,T3,,0,1,to-build,mihon,Leslie&Victims,en
671,lesporoiniens.org,0,18,T3,,0,1,to-build,mihon,Les Poroiniens,fr
672,lhtranslation.net,0,18,T3,,0,1,to-build,mihon,LHTranslation,en
673,likemanga.ink,0,18,T3,,0,1,to-build,mihon,LikeManga,en
674,lilymanga.net,0,18,T3,,0,1,to-build,mihon,Lily Manga,en
675,limonmanga.com,0,18,T3,,0,1,to-build,mihon,Limon Manga,tr
676,link-manga.net,0,18,T3,,0,1,to-build,mihon,مانجا لينك,ar
677,linkmanga.com,0,18,T3,,0,1,to-build,mihon,LinkManga,en
678,lmtos.net,0,18,T3,,0,1,to-build,mihon,Lmtos,es
679,loadingartist.com,0,18,T3,,0,1,to-build,mihon,Loading Artist,en
680,loner-tl.blogspot.com,0,18,T3,,0,1,to-build,mihon,Loner Translations,ar
681,loppytoonn.com,0,18,T3,,0,1,to-build,mihon,LoppyToon,vi
682,love4u.net,0,18,T3,,0,1,to-build,mihon,Love4u,ja
683,luacomic.org,0,18,T3,,0,1,to-build,mihon,Lua Scans,en
684,luminaretranslations.com,0,18,T3,,0,1,to-build,mihon,Luminare Translations,en
685,lunapiecesfansub.com,0,18,T3,,0,1,to-build,mihon,Luna Pieces,es
686,lunatoons.org,0,18,T3,,0,1,to-build,mihon,Luna Toons,en
687,luottruyen999.com,0,18,T3,,0,1,to-build,mihon,LuotTruyen,vi
688,lupiteam.net,0,18,T3,,0,1,to-build,mihon,LupiTeam,it
689,luratoons.net,0,18,T3,,0,1,to-build,mihon,Lura Toon,pt-br
690,lustoon.com,0,18,T3,,0,1,to-build,mihon,LustToon,en
691,luvevalands2.co,0,18,T3,,0,1,to-build,mihon,LuvEvaLand,vi
692,lycantoons.com,0,18,T3,,0,1,to-build,mihon,Lycan Toons,pt-br
693,m440.in,0,18,T3,,0,1,to-build,mihon,Mangas.in,es
694,madaradex.org,0,18,T3,,0,1,to-build,mihon,MadaraDex,en
695,madarascans.org,0,18,T3,,0,1,to-build,mihon,Madara Scans,en
696,magcomi.com,0,18,T3,,0,1,to-build,mihon,MAGCOMI,ja
697,mahoushoujobu.com,0,18,T3,,0,1,to-build,mihon,Magical Translators,en|es|pl
698,maid.my.id,0,18,T3,,0,1,to-build,mihon,Maid - Manga,id
699,makimaaaaa.com,0,18,T3,,0,1,to-build,mihon,Makimaaaaa,th
700,manga-5.com,0,18,T3,,0,1,to-build,mihon,Manga-5,ja
701,manga-ai-land.blogspot.com,0,18,T3,,0,1,to-build,mihon,Manga Ai Land,ar
702,manga-corporation.com,0,18,T3,,0,1,to-build,mihon,Manga-Corporation,fr
703,manga-lc.net,0,18,T3,,0,1,to-build,mihon,Manga-Lc,th
704,manga-lionz.org,0,18,T3,,0,1,to-build,mihon,MangaLionz,ar
705,manga-mee.jp,0,18,T3,,0,1,to-build,mihon,MangaMee,ja
706,manga-meets.jp,0,18,T3,,0,1,to-build,mihon,MangaMeets,ja
707,manga-no.com,0,18,T3,,0,1,to-build,mihon,MangaNo,ja
708,manga-nova.com,0,18,T3,,0,1,to-build,mihon,MangaNova,fr
709,manga-one.com,0,18,T3,,0,1,to-build,mihon,Manga One,ja
710,manga-oni.com,0,18,T3,,0,1,to-build,mihon,MangaOni,es
711,manga-park.com,0,18,T3,,0,1,to-build,mihon,Manga-Park,ja
712,manga-scantrad.io,0,18,T3,,0,1,to-build,mihon,Manga-Scantrad,fr
713,manga-sehri.net,0,18,T3,,0,1,to-build,mihon,Manga Şehri.net,tr
714,manga-shi.org,0,18,T3,,0,1,to-build,mihon,Manga-shi,ru
715,manga-tr.com,0,18,T3,,0,1,to-build,mihon,Manga-TR,tr
716,manga-tube.me,0,18,T3,,0,1,to-build,mihon,Manga Tube,de
717,manga-up.com,0,18,T3,,0,1,to-build,mihon,Manga UP! (Japan),ja
718,manga-zegra.com,0,18,T3,,0,1,to-build,mihon,Manga Zegra,ja
719,manga.clone-army.org,0,18,T3,,0,1,to-build,mihon,Clone Manga,en
720,manga.d34d.one,0,18,T3,,0,1,to-build,mihon,Monochrome Scans,en
721,manga.detectiveconanar.com,0,18,T3,,0,1,to-build,mihon,شبكة كونان العربية,ar
722,manga.fansubs.cat,0,18,T3,,0,1,to-build,mihon,Fansubs.cat,ca
723,manga.fod.fujitv.co.jp,0,18,T3,,0,1,to-build,mihon,FOD,ja
724,manga.honkaiimpact3.com,0,18,T3,,0,1,to-build,mihon,Honkai Impact 3rd,en
725,manga.in.ua,0,18,T3,,0,1,to-build,mihon,MANGA/in/UA,uk
726,manga.line.me,0,18,T3,,0,1,to-build,mihon,Line Manga,ja
727,manga.nicovideo.jp,0,18,T3,,0,1,to-build,aidoku,ja.nicovideoseiga,ja
728,manga.uno,0,18,T3,,0,1,to-build,mihon,Manga.uno,en
729,manga1688.com,0,18,T3,,0,1,to-build,mihon,Manga168,th
730,mangabahcesi.com,0,18,T3,,0,1,to-build,mihon,Manga Bahçesi,tr
731,mangablackcat.com,0,18,T3,,0,1,to-build,mihon,MangaBlackCat,th
732,mangablaze.com,0,18,T3,,0,1,to-build,mihon,MangaBlaze,en
733,mangabolt.com,0,18,T3,,0,1,to-build,mihon,MangaBolt,en
734,mangabu.jp,0,18,T3,,0,1,to-build,mihon,MangaBu,ja
735,mangabuff.ru,0,18,T3,,0,1,to-build,mihon,MangaBuff,ru
736,mangacanblog.com,0,18,T3,,0,1,to-build,mihon,Manga Can,id
737,mangack.com,0,18,T3,,0,1,to-build,mihon,Mangack,en
738,mangacloud.online,0,18,T3,,0,1,to-build,mihon,MangaCloud,ar
739,mangacloud.org,0,18,T3,,0,1,to-build,mihon,MangaCloud,en
740,mangacrab.org,0,18,T3,,0,1,to-build,mihon,Manga Crab,es
741,mangadar.com,0,18,T3,,0,1,to-build,mihon,MangaDar,ar
742,mangadash.net,0,18,T3,,0,1,to-build,mihon,MangaDash,pt-br
743,mangadass.com,0,18,T3,,0,1,to-build,mihon,Manga Dass,en
744,mangade.io,0,18,T3,,0,1,existing,mihon,MangaDE,en
745,mangadenizi.net,0,18,T3,,0,1,to-build,mihon,MangaDenizi,tr
746,mangadia.com,0,18,T3,,0,1,to-build,mihon,MangaDia,en
747,mangadiyari.com,0,18,T3,,0,1,to-build,mihon,Manga Diyarı,tr
748,mangadna.com,0,18,T3,,0,1,to-build,mihon,MangaDNA,all|en
749,mangadraft.com,0,18,T3,,0,1,to-build,mihon,MangaDraft,all
750,mangaflix.net,0,18,T3,,0,1,to-build,mihon,MangaFlix,pt-br
751,mangafox.fun,0,18,T3,,0,1,to-build,mihon,MangaFox.fun,en
752,mangagg.com,0,18,T3,,0,1,to-build,mihon,MangaGG,en
753,mangago.fun,0,18,T3,,0,1,to-build,mihon,MangaGo.fun,en
754,mangahe.com,0,18,T3,,0,1,to-build,mihon,MangaHe,en
755,mangahere.cc,0,18,T3,,0,1,to-build,mihon,Mangahere,en
756,mangahere.onl,0,18,T3,,0,1,to-build,mihon,MangaHere.onl,en
757,mangahona.pl,0,18,T3,,0,1,to-build,mihon,MangaHoNa,pl
758,mangahub.fr,0,18,T3,,0,1,to-build,mihon,MangaHub.fr,fr
759,mangahub.io,0,18,T3,,0,1,to-build,mihon,MangaHub,en
760,mangahub.ru,0,18,T3,,0,1,to-build,mihon,Mangahub,ru
761,mangaisekaithai.net,0,18,T3,,0,1,to-build,mihon,MangaIsekaiThai,th
762,mangak.io,0,18,T3,,0,1,to-build,mihon,MangaK,en
763,mangaka.cc,0,18,T3,,0,1,to-build,mihon,MangaKa,en
764,mangakakalot.fun,0,18,T3,,0,1,to-build,mihon,Mangakakalot.fun,en
765,mangakatana.com,0,18,T3,,0,1,to-build,mihon,MangaKatana,en
766,mangakawaii.fr,0,18,T3,,0,1,to-build,mihon,Mangakawaii,fr
767,mangakimi.com,0,18,T3,,0,1,to-build,mihon,MangaKimi,th
768,mangakiss.org,0,18,T3,,0,1,to-build,mihon,Manga Kiss,en
769,mangakuro.net,0,18,T3,,0,1,to-build,mihon,MangaKuro,ja
770,mangakusu.com,0,18,T3,,0,1,to-build,mihon,Manga Kusu,tr
771,mangalay.blogspot.com,0,18,T3,,0,1,to-build,mihon,Mangalay,id
772,mangalect.org,0,18,T3,,0,1,to-build,mihon,LeerMangaEsp,es
773,mangalib.me,0,18,T3,,0,1,to-build,mihon,MangaLib,ru
774,mangalik.net,0,18,T3,,0,1,to-build,mihon,مانجا ليك,ar
775,mangalivre.blog,0,18,T3,,0,1,to-build,mihon,Manga Livre Blog,pt-br
776,mangalivre.org,0,18,T3,,0,1,to-build,mihon,MangaLivre.org,pt-br
777,mangalix.com,0,18,T3,,0,1,to-build,mihon,MangaLix,en
778,mangalt.jp,0,18,T3,,0,1,to-build,mihon,Mangalt,ja
779,mangamelon.com,0,18,T3,,0,1,to-build,mihon,MangaMelon,en
780,mangamen.com,0,18,T3,,0,1,to-build,mihon,MangaMen,ru
781,mangamirai.com,0,18,T3,,0,1,to-build,mihon,Manga Mirai,en
782,mangamo.com,0,18,T3,,0,1,to-build,mihon,Mangamo,en
783,mangamoins.com,0,18,T3,,0,1,to-build,mihon,MangaMoins,fr
784,mangamukai.com,0,18,T3,,0,1,to-build,mihon,Manga Mukai,es
785,manganato.gg,0,18,T3,,0,1,to-build,aidoku,en.manganato,en
786,manganel.me,0,18,T3,,0,1,to-build,mihon,MangaNel,en
787,manganow.to,0,18,T3,,0,1,to-build,mihon,MangaNow,en
788,manganyx.com,0,18,T3,,0,1,to-build,mihon,Manga NXY,pt-br
789,mangaonline.fun,0,18,T3,,0,1,to-build,mihon,MangaOnline.fun,en
790,mangaonline.green,0,18,T3,,0,1,to-build,mihon,Manga Online,pt-br
791,mangaowl.io,0,18,T3,,0,1,to-build,mihon,MangaOwl.io (unoriginal),en
792,mangapanda.onl,0,18,T3,,0,1,to-build,mihon,MangaPanda.onl,en
793,mangapdf.org,0,18,T3,,0,1,to-build,mihon,MANGAPDF,en
794,mangapill.com,0,18,T3,,0,1,to-build,mihon,MangaPill,en
795,mangaplus-creators.jp,0,18,T3,,0,1,to-build,mihon,MANGA Plus Creators by SHUEISHA,en|es
796,mangapoisk.me,0,18,T3,,0,1,to-build,mihon,MangaPoisk,ru
797,mangaportali.com,0,18,T3,,0,1,to-build,mihon,Manga Portalı,tr
798,mangarama.com.ua,0,18,T3,,0,1,to-build,mihon,Mangarama,uk
799,mangaraw.best,0,18,T3,,0,1,to-build,aidoku,ja.mangarawbest,ja
800,mangarawjp.tv,0,18,T3,,0,1,to-build,aidoku,ja.mangarawjp,ja
801,mangareader.in,0,18,T3,,0,1,to-build,mihon,MangaReader.in,en
802,mangareader.site,0,18,T3,,0,1,to-build,mihon,MangaReader.site,en
803,mangaromance19.com,0,18,T3,,0,1,to-build,mihon,Manga Romance,es
804,mangas-origines.fr,0,18,T3,,0,1,to-build,mihon,Mangas-Origines.fr,fr
805,mangasbrasuka.org,0,18,T3,,0,1,to-build,mihon,Mangas Brasuka,pt-br
806,mangasect.net,0,18,T3,,0,1,to-build,aidoku,en.mangasect,en
807,mangasnosekai.com,0,18,T3,,0,1,to-build,mihon,Mangas No Sekai,es
808,mangaspa.nikkan-spa.jp,0,18,T3,,0,1,to-build,mihon,Manga SPA,ja
809,mangastep.com,0,18,T3,,0,1,to-build,mihon,Mangastep,th
810,mangastop.net,0,18,T3,,0,1,to-build,mihon,Manga Stop,pt-br
811,mangasushi.org,0,18,T3,,0,1,to-build,mihon,Mangasushi,en
812,mangatales.com,0,18,T3,,0,1,to-build,mihon,Manga Tales,ar
813,mangataro.org,0,18,T3,,0,1,to-build,mihon,MangaTaro,en
814,mangatek.com,0,18,T3,,0,1,to-build,mihon,MangaTek,ar
815,mangatime.org,0,18,T3,,0,1,to-build,mihon,MangaTime,ar
816,mangatoday.fun,0,18,T3,,0,1,to-build,mihon,MangaToday,en
817,mangatop.org,0,18,T3,,0,1,to-build,mihon,Top Manhua,en
818,mangatown.com,0,18,T3,,0,1,to-build,mihon,Mangatown,en
819,mangatrend.org,0,18,T3,,0,1,to-build,mihon,Manga Trend,en
820,mangatuk.com,0,18,T3,,0,1,to-build,mihon,MangaTuk,ar
821,mangatv.net,0,18,T3,,0,1,to-build,mihon,Manga  TV,es
822,mangavyvy.net,0,18,T3,,0,1,to-build,mihon,VyvyManga,en
823,mangawow.org,0,18,T3,,0,1,to-build,mihon,MangaWOW,tr
824,mangawt.com,0,18,T3,,0,1,to-build,mihon,MangaWT,tr
825,mangayi.com,0,18,T3,,0,1,to-build,mihon,MangaYi,en
826,mangayy.org,0,18,T3,,0,1,to-build,mihon,MangaYY,en
827,mangazin.org,0,18,T3,,0,1,to-build,mihon,Zinmanga,en
828,mangazure.net,0,18,T3,,0,1,to-build,mihon,MangaZure,tr
829,mangeek.app,0,18,T3,,0,1,to-build,mihon,ManGeek,pt-br
830,mangolibreria.com,0,18,T3,,0,1,to-build,mihon,MangoLibreria,es
831,mangotoons.com,0,18,T3,,0,1,to-build,mihon,Mango Toons,pt-br
832,manhatok.blogspot.com,0,18,T3,,0,1,to-build,mihon,Manhatok,ar
833,manhua3q.com,0,18,T3,,0,1,to-build,aidoku,vi.truyen3q,vi
834,manhuabug.com,0,18,T3,,0,1,to-build,mihon,ManhuaBug,th
835,manhuafast.net,0,18,T3,,0,1,to-build,mihon,ManhuaFast.net (unoriginal),en
836,manhuagold.top,0,18,T3,,0,1,to-build,aidoku,en.manhuagold,en
837,manhuahot.com,0,18,T3,,0,1,to-build,mihon,ManhuaHot,en
838,manhuakey.com,0,18,T3,,0,1,to-build,mihon,ManhuaKey,th
839,manhuako.net,0,18,T3,,0,1,to-build,mihon,Dynasty,es
840,manhuanext.com,0,18,T3,,0,1,to-build,mihon,Manhuanext,en
841,manhuaplus.com,0,18,T3,,0,1,to-build,mihon,Manhua Plus,en
842,manhuarmtl.com,0,18,T3,,0,1,to-build,mihon,Manhuarm,ar|en|es|fr|id|it|pt-br
843,manhuarush.vercel.app,0,18,T3,,0,1,to-build,mihon,Manhua Rush,en
844,manhuascans.org,0,18,T3,,0,1,existing,mihon,Goda,en
845,manhuathai.com,0,18,T3,,0,1,to-build,mihon,ManhuaThai,th
846,manhuatop.org,0,18,T3,,0,1,to-build,mihon,ManhuaTop,en
847,manhuaus.com,0,18,T3,,0,1,to-build,mihon,ManhuaUS,en
848,manhwa-latino.com,0,18,T3,,0,1,to-build,mihon,Manhwa-Latino,es
849,manhwabreakup.com,0,18,T3,,0,1,to-build,mihon,ManhwaBreakup,th
850,manhwabuddy.com,0,18,T3,,0,1,to-build,mihon,ManhwaBuddy,en
851,manhwaget.com,0,18,T3,,0,1,to-build,mihon,ManhwaGet,en
852,manhwahub.net,0,18,T3,,0,1,to-build,mihon,ManhwaHub,en
853,manhwaindo.my,0,18,T3,,0,1,to-build,mihon,Manhwa Indo,id
854,manhwalist.asia,0,18,T3,,0,1,to-build,mihon,Manhwa List,id
855,manhwalist02.site,0,18,T3,,0,1,to-build,aidoku,id.manhwalist,id
856,manhwanex.com,0,18,T3,,0,1,to-build,mihon,ManhwaNex,en
857,manhwaread.com,0,18,T3,,0,1,to-build,mihon,ManhwaRead,en
858,manhwareads.com,0,18,T3,,0,1,to-build,mihon,Manhwa Reads,en
859,manhwatoon.me,0,18,T3,,0,1,to-build,mihon,Manhwa Toon,en
860,manhwatop.com,0,18,T3,,0,1,to-build,mihon,Manhwatop,en
861,manhwaweb.com,0,18,T3,,0,1,to-build,mihon,ManhwaWeb,es
862,manhwax.top,0,18,T3,,0,1,to-build,aidoku,en.manhwax,en
863,manhwaz.com,0,18,T3,,0,1,to-build,mihon,ManhwaZ,en
864,manhwazone.com,0,18,T3,,0,1,to-build,mihon,ManhwaZone,en
865,manta.net,0,18,T3,,0,1,to-build,mihon,Manta,en|es
866,mantrazscan.co,0,18,T3,,0,1,to-build,mihon,Mantraz Scan,es
867,marmota.me,0,18,T3,,0,1,to-build,mihon,Marmota,es
868,mayochuu.xyz,0,18,T3,,0,1,to-build,mihon,MayoTune,en|ja
869,mechacomi.jp,0,18,T3,,0,1,to-build,mihon,Manga Saison,ja
870,mechacomic.jp,0,18,T3,,0,1,to-build,mihon,Mecha Comic,ja
871,megatokyo.com,0,18,T3,,0,1,to-build,mihon,Megatokyo,en
872,meitoon.org,0,18,T3,,0,1,to-build,mihon,MeiToon,en
873,menudo-fansub.com,0,18,T3,,0,1,to-build,mihon,Menudo-Fansub,es
874,meosss.com,0,18,T3,,0,1,to-build,mihon,MeoSSS,vi
875,meosua.org,0,18,T3,,0,1,to-build,mihon,MeoSua,vi
876,merlintoon.com,0,18,T3,,0,1,to-build,mihon,Merlin Scans,tr
877,meshmanga.com,0,18,T3,,0,1,to-build,mihon,MangaSwat,ar
878,mgeko.cc,0,18,T3,,0,1,to-build,mihon,MangaGeko,en
879,mgread.io,0,18,T3,,0,1,to-build,mihon,Mgread.io,en
880,mhscans.com,0,18,T3,,0,1,to-build,mihon,MHScans,es
881,mikoroku.com,0,18,T3,,0,1,to-build,mihon,MikoRoku,id
882,minitwoscan.com,0,18,T3,,0,1,to-build,mihon,MiniTwo Scan,pt-br
883,minotruyenv5.xyz,0,18,T3,,0,1,existing,mihon,MinoTruyen Comics|MinoTruyen Hentai|MinoTruyen Manga,vi
884,mistscans.com,0,18,T3,,0,1,to-build,mihon,Mist Scans,en
885,mkissa.to,0,18,T3,,0,1,to-build,mihon,AllManga,en
886,moe.suicaodex.com,0,18,T3,,0,1,to-build,mihon,MoeTruyenSuiCao (unoriginal),vi
887,moetruyen.net,0,18,T3,,0,1,to-build,mihon,MoeTruyen,vi
888,mokuro.moe,0,18,T3,,0,1,to-build,mihon,Mokuro,ja
889,monochromecms.netlify.app,0,18,T3,,0,1,to-build,mihon,Monochrome Custom,en
890,monomanga.com.tr,0,18,T3,,0,1,to-build,mihon,Mono Manga,tr
891,monopolymanhua.com,0,18,T3,,0,1,to-build,mihon,Monopoly Scan,es
892,montetaiscanlator.xyz,0,18,T3,,0,1,to-build,mihon,Monte Tai,pt-br
893,mugiwarasoficial.org,0,18,T3,,0,1,to-build,mihon,Mugiwaras Oficial,pt-br
894,murim.site,0,18,T3,,0,1,to-build,mihon,Murim,ar
895,murimscans.site,0,18,T3,,0,1,to-build,mihon,MurimScan,en
896,nabicix.com,0,18,T3,,0,1,to-build,mihon,Koreli Scans,tr
897,namicomic.jp,0,18,T3,,0,1,to-build,mihon,Nami Comic,ja
898,narasininja.net,0,18,T3,,0,1,to-build,mihon,NarasiNinja,id
899,natomanga.com,0,18,T3,,0,1,to-build,mihon,Manganato,en
900,natsu.one,0,18,T3,,0,1,to-build,mihon,Natsu,id
901,natsu.tv,0,18,T3,,0,1,to-build,aidoku,id.natsu,id
902,nb19u.blogspot.com,0,18,T3,,0,1,to-build,mihon,Oduto,ar
903,nebulosascan.com,0,18,T3,,0,1,to-build,mihon,Nebulosa Scan,pt-br
904,nekopost.net,0,18,T3,,0,1,to-build,mihon,Nekopost,th
905,nekoproject.org,0,18,T3,,0,1,to-build,mihon,NekoScans,es
906,nelomanga.net,0,18,T3,,0,1,to-build,aidoku,en.manganelo,en
907,nemesisscans.com,0,18,T3,,0,1,to-build,mihon,Nemesisscans,tr
908,neomanga.online,0,18,T3,,0,1,to-build,mihon,NeoManga,es
909,nettruyen13s.com,0,18,T3,,0,1,to-build,mihon,NetTruyenS (unoriginal),vi
910,nettruyenar.com,0,18,T3,,0,1,to-build,mihon,NetTruyenCO (unoriginal),vi
911,nettruyenx.net,0,18,T3,,0,1,to-build,mihon,NetTruyenX (unoriginal),vi
912,neverscans.com,0,18,T3,,0,1,to-build,mihon,NeverScans,ar
913,new.astratoons.com,0,18,T3,,0,1,to-build,mihon,Astratoons,pt-br
914,nexcomic.com,0,18,T3,,0,1,to-build,mihon,NexComic,en
915,ngamenkomik05.blogspot.com,0,18,T3,,0,1,to-build,mihon,NgamenKomik,id
916,nhattruyenqq.com,0,18,T3,,0,1,to-build,mihon,NhatTruyen,vi
917,niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,en
918,niceoppai.net,0,18,T3,,0,1,to-build,mihon,Niceoppai,th
919,nicomanga.com,0,18,T3,,0,1,to-build,mihon,Nicomanga,ja
920,nihonkuni.com,0,18,T3,,0,1,to-build,mihon,NihonKuni,ja
921,nikkangecchan.jp,0,18,T3,,0,1,to-build,mihon,Nikkangecchan,ja
922,ninekon.com,0,18,T3,,0,1,to-build,mihon,Ninekon,en
923,ninjacomics.xyz,0,18,T3,,0,1,to-build,mihon,Ninja Scan,pt-br
924,nirvanamanga.com,0,18,T3,,0,1,to-build,mihon,Nirvana Manga,tr
925,niverafansub.one,0,18,T3,,0,1,to-build,mihon,Nivera Fansub,tr
926,nobledicion.yoveo.xyz,0,18,T3,,0,1,to-build,mihon,Noblesse Translations,es
927,nocfsb.com,0,18,T3,,0,1,to-build,mihon,Nocturne Summer,pt-br
928,noromax02.my.id,0,18,T3,,0,1,to-build,mihon,Noromax,id
929,novamanhwa.cc,0,18,T3,,0,1,to-build,mihon,Nova Manhwas,es
930,novelbuddy.me,0,18,T3,,0,1,to-build,aidoku,en.novelbuddy,en
931,novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,en
932,novema.jp,0,18,T3,,0,1,to-build,mihon,Comic Grast,ja
933,noxmangas.org,0,18,T3,,0,1,to-build,mihon,NoxManga,pt-br
934,nuviatoon.com,0,18,T3,,0,1,to-build,mihon,Nuvia Toon,en
935,nuxscans-comics.blogspot.com,0,18,T3,,0,1,to-build,mihon,Nux Scans,en
936,nyanukafe.com,0,18,T3,,0,1,to-build,mihon,Nyanu Kafe,en
937,nyrascans.com,0,18,T3,,0,1,to-build,mihon,Nyra Scans,en
938,okutoon.com,0,18,T3,,0,1,to-build,mihon,OkuToon,tr
939,okyykomik.my.id,0,18,T3,,0,1,to-build,mihon,OkyyKomik,id
940,olympustaff.com,0,18,T3,,0,1,to-build,mihon,Team X,ar
941,olympusxyz.com,0,18,T3,,0,1,to-build,mihon,Olympus Scanlation,es
942,omicaso.org,0,18,T3,,0,1,to-build,mihon,Omicaso,id
943,omoi.com,0,18,T3,,0,1,to-build,mihon,Omoi,en
944,one-piece-fans2.com,0,18,T3,,0,1,to-build,mihon,One Piece Fans,en|es
945,onemanga.info,0,18,T3,,0,1,to-build,mihon,OneManga.info,en
946,onereader.net,0,18,T3,,0,1,to-build,mihon,OneReader,pt-br
947,onfmangas.com,0,18,T3,,0,1,to-build,mihon,ONF MANGAS,es
948,onisaga.com,0,18,T3,,0,1,to-build,mihon,OniSaga,all|en|es|es-419|fr|ja|pt|pt-br
949,onma.top,0,18,T3,,0,1,to-build,mihon,مانجا اون لاين,ar
950,ono.live,0,18,T3,,0,1,to-build,mihon,Ono,fr
951,oremanga.net,0,18,T3,,0,1,to-build,mihon,OreManga,th
952,orimanga.net,0,18,T3,,0,1,to-build,mihon,Ori Manga,tr
953,orion-scans.com,0,18,T3,,0,1,to-build,mihon,Orion Scans,en
954,osakascan.com,0,18,T3,,0,1,to-build,mihon,Osaka Scan,pt-br
955,otakusic.com,0,18,T3,,0,1,to-build,mihon,Otakusic,vi
956,otruyen.cc,0,18,T3,,0,1,to-build,mihon,OTruyen,vi
957,panomic.online,0,18,T3,,0,1,to-build,mihon,Panomic,vi
958,pantheon-scan.com,0,18,T3,,0,1,to-build,mihon,Pantheon Scan,fr
959,paradoxscans.com,0,18,T3,,0,1,to-build,mihon,Paradox Scans,tr
960,pash-up.jp,0,18,T3,,0,1,to-build,mihon,Pash Up!,ja
961,patchfriday.com,0,18,T3,,0,1,to-build,mihon,Patch Friday,en
962,patimanga.com,0,18,T3,,0,1,to-build,mihon,Pati Manga,tr
963,peppercarrot.com,0,18,T3,,0,1,to-build,mihon,Pepper&Carrot,all
964,phenix-scans.co,0,18,T3,,0,1,to-build,mihon,Phenix Scans (unoriginal),fr
965,philiascans.org,0,18,T3,,0,1,to-build,mihon,Philia Scans,en
966,phoenixscans.com,0,18,T3,,0,1,to-build,mihon,Phoenix Scans,it
967,piacomic.jp,0,18,T3,,0,1,to-build,mihon,PiaComic,ja
968,piccoma.com,0,18,T3,,0,1,to-build,mihon,Piccoma,ja
969,pizzariacomics.com,0,18,T3,,0,1,to-build,mihon,PizzariaScan,pt-br
970,platinumlilyscan.com,0,18,T3,,0,1,to-build,mihon,Platinum Lily Scan,es
971,play.mobilelegends.com,0,18,T3,,0,1,to-build,mihon,MLBB Lore Comics,en
972,plotnofansub.com,0,18,T3,,0,1,to-build,mihon,Plot Twist No Fansub,es
973,plumacomics.cloud,0,18,T3,,0,1,to-build,mihon,Pluma Comics,pt-br
974,pocket.shonenmagazine.com,0,18,T3,,0,1,to-build,mihon,Magazine Pocket,ja
