rank,domain,is_chinese,score,tier,official,nsfw,eco_count,effort,ecosystems,names,langs
97,dragonball-multiverse.com,1,38,T2,,0,1,to-build,mihon,Dragon Ball Multiverse|Dragon Ball Multiverse Parody,ar|bg|br|ca|co|da|de|el|en|es|es-419|eu|fi|fil|fr|ga|he|hr|hu|it|ja|ko|la|lmo|lt|nl|no|pl|pt|pt-br|ro|ru|sv|tr|vec|zh
98,dumanwu.org,1,38,T2,,0,1,to-build,cimoc,DUMANWUORG,zh
99,e-hentai.org,1,38,T2,,0,1,existing,venera,ehentai,zh
100,ebook.tongli.com.tw,1,38,T2,,0,1,to-build,mihon,東立,zh
101,favcomic.com,1,38,T2,,0,1,to-build,mihon,喜漫漫画,zh
102,feixuemh.com,1,38,T2,,0,1,to-build,cimoc,FEIXUEMH,zh
103,ffppt.com,1,38,T2,,0,1,existing,venera,飞翔漫画,zh
104,g-mh.org,1,38,T2,,0,1,to-build,cimoc,GODAMH,zh
105,gaugau.futabanet.jp,1,38,T2,,0,1,to-build,mihon,がうがうモンスター＋,ja
106,gfmh.app,1,38,T2,,0,1,existing,venera,古风漫画,zh
